"age","hrs1","flag_age","flag_colath","flag_colmslm","flag_fear","flag_gunlaw","flag_happy","flag_health","flag_hispanic","flag_hrs1","flag_income16","flag_letdie1","flag_owngun","flag_partyid","flag_polviews","flag_pray","flag_pres20","flag_race","flag_sex","flag_sexfreq","flag_wrkstat","flag_zodiac","grass","colath_not.allowed","colmslm_not.allowed","degree_1","degree_2","degree_3","degree_4","fear_no","gunlaw_oppose","happy_1","happy_2","health_good","health_fair","health_poor","hispanic_mexican..mexican.american..chicano.a","hispanic_puerto.rican","hispanic_cuban","hispanic_salvadorian","hispanic_guatemalan","hispanic_panamanian","hispanic_nicaraguan","hispanic_costa.rican","hispanic_central.american","hispanic_honduran","hispanic_dominican","hispanic_peruvian","hispanic_ecuadorian","hispanic_colombian","hispanic_venezuelan","hispanic_argentinian","hispanic_spanish","hispanic_filipino.a","hispanic_latin.american","hispanic_south.american","hispanic_hispanic","hispanic_other..not.specified","income16_01","income16_02","income16_03","income16_04","income16_05","income16_06","income16_07","income16_08","income16_09","income16_10","income16_11","income16_12","income16_13","income16_14","income16_15","income16_16","income16_17","income16_18","income16_19","income16_20","income16_21","income16_22","income16_23","income16_24","income16_25","letdie1_no","owngun_no","owngun_refused","partyid_1","partyid_2","partyid_3","partyid_4","partyid_5","partyid_6","partyid_7","polviews_1","polviews_2","polviews_3","polviews_4","polviews_5","polviews_6","pray_once.a.day","pray_several.times.a.week","pray_once.a.week","pray_less.than.once.a.week","pray_never","pres20_trump","pres20_other.candidate","pres20_didn.t.vote.for.president","race_black","race_other","region_middle.atlantic","region_east.north.central","region_west.north.central","region_south.atlantic","region_east.south.atlantic","region_west.south.central","region_mountain","region_pacific","sex_female","sexfreq_1","sexfreq_2","sexfreq_3","sexfreq_4","sexfreq_5","sexfreq_6","wrkstat_working.part.time","wrkstat_with.a.job..but.not.at.work.because.of.temporary.illness..vacation..strike","wrkstat_unemployed..laid.off..looking.for.work","wrkstat_retired","wrkstat_in.school","wrkstat_keeping.house","wrkstat_other","zodiac_taurus","zodiac_gemini","zodiac_cancer","zodiac_leo","zodiac_virgo","zodiac_libra","zodiac_scorpio","zodiac_sagittarius","zodiac_capricorn","zodiac_aquarius","zodiac_pisces"
2.14588714356554,-0.0319725486493719,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,0.587780472711573,0.959940562795968,-0.122721411068013,-0.234045765078535,-0.14564595077834,1.40532459294452,-0.160860585612135,-0.038547167224585,-0.765762067798085,-0.038547167224585,-0.326724718984923,"should not be legal",0,1,-0.316227766016838,-0.267261241912424,0.632455532033676,-0.478091443733757,1,0,-7.85046229341888e-17,-0.816496580927726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915208630644859,-0.171895984677448,-0.185427401319041,0.0736258523917132,0.227433684213249,0.0510533168236632,-0.201521094969901,-0.165527372323617,0.109607056800817,0.232142226516662,0.0261261206799626,-0.221302261880242,-0.164261435717753,0.122566767224735,0.250229553130435,0.043837742736219,-0.229510507439807,-0.217162916344596,0.0713840542834778,0.29214360216269,0.189364023497885,-0.135670488201001,0.0220617737410902,0.0565591896674321,-0.539570427520583,0,1,0,-0.38575837490523,0.077151674981046,0.307728727448332,-0.523784926616497,0.49215456638755,-0.307728727448332,0.11948802984981,0.377964473009227,0,-0.408248290463863,-0.564076074817766,-0.436435780471984,-0.197385508487931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.41079056490246,-0.0319725486493719,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,0.587780472711573,0.959940562795968,-0.122721411068013,-0.234045765078535,-0.14564595077834,-0.710522053703491,-0.160860585612135,-0.038547167224585,-0.765762067798085,-0.038547167224585,-0.326724718984923,"should be legal",0,1,-0.316227766016838,-0.267261241912424,0.632455532033676,-0.478091443733757,1,0,-7.85046229341888e-17,-0.816496580927726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11766968108291,-0.140642169281549,0.216928581465906,-0.00853175113552049,-0.213057345135295,0.159683704411669,0.100958780248201,-0.235040558911116,0.0707421380566318,0.185965653430138,-0.214025329795784,-0.0230943596490398,0.2377149524269,-0.171440742940512,-0.100028617889184,0.265480291897023,-0.138595116474677,-0.145461884392246,0.293988874819473,-0.163024490458315,-0.127245922639867,0.34814438314603,0.399689034462793,-0.159656712973109,-0.1269909138494,0,1,0,-0.0771516749810459,-0.38575837490523,0.184637236468999,0.362620333811421,-0.320970369383185,-0.307728727448335,0.597440149249052,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1846070022369,-0.0319725486493719,-0.280016001371559,-1.06210553269534,-1.055790429617,-1.05894272797717,-1.055790429617,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,0.587780472711573,-1.04018327237953,-0.122721411068013,-0.234045765078535,-0.14564595077834,-0.710522053703491,-0.160860585612135,-0.038547167224585,-0.765762067798085,-0.038547167224585,-0.326724718984923,"should not be legal",0,1,0.316227766016838,-0.267261241912425,-0.632455532033675,-0.478091443733758,0,0,-7.85046229341888e-17,-0.816496580927726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135138184,0,-0.200462055480045,-0.232253225355833,-0.0692939543557437,0.152715149065942,0.252571861882194,0.151021372107981,-0.0708086875750305,-0.241937257171365,-0.235619939180054,-0.059043832112626,0.162781602963311,0.283443603956281,0.232235183662075,0.0460538687505746,-0.171746546026517,-0.322809165823662,-0.363897660578534,-0.312041928096501,-0.21611017877779,-0.122744138775994,0.0303298548560652,0.0111393914818389,-0.0497597212721563,0,1,0,-0.231455024943138,-0.231455024943138,0.430820218427665,-0.120873444603808,-0.363766418634276,0.553911709406999,-0.35846408954943,-0.188982236504614,-0.327326835353988,0.408248290463863,0.0805822964025371,-0.545544725589981,0.493463771219827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.86315769023359,-0.0319725486493719,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,-1.69878749338605,0.959940562795968,-0.122721411068013,-0.234045765078535,-0.14564595077834,1.40532459294452,-0.160860585612135,-0.038547167224585,1.30394826002565,-0.038547167224585,-0.326724718984923,"should be legal",0,1,0,-0.534522483824849,-4.09597238000615e-16,0.717137165600636,1,0,-7.85046229341888e-17,-0.816496580927726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143818499101335,-0.101574900036674,-0.232321203583123,-0.094639239447717,0.153395537961781,0.22852907743719,0.0451504270179066,-0.191378040204783,-0.218149321307271,-0.0051540518444926,0.217478353835198,0.21252042609124,-0.0153140268350642,-0.233805972369004,-0.226274238954743,-0.000487273206657979,0.235192719381927,0.276192437519308,0.0936063631254728,-0.171152492024094,-0.347001892656738,-0.36280495332787,0.109381980146641,0.053916344931218,-0.265420135404673,1,1,0,0.540061724867322,0.540061724867322,0.430820218427665,0.282038037408883,0.149786172378819,0.0615457454896664,0.0170697185499733,0.566946709513841,0.545544725589981,0.408248290463863,0.241746889207614,0.109108945117996,0.0328975847479885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.115948483090072,-0.404570388320838,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,-0.102444585557506,-0.038547167224585,-0.102444585557506,-1.01874899777358,-0.359169406582089,-1.69878749338605,0.959940562795968,-0.122721411068013,-0.234045765078535,-0.14564595077834,-0.710522053703491,-0.160860585612135,-0.038547167224585,1.30394826002565,-0.038547167224585,-0.326724718984923,"should be legal",0,1,0.316227766016838,-0.267261241912425,-0.632455532033675,-0.478091443733758,1,0,-7.85046229341888e-17,-0.816496580927726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300711407211882,0.296911246261047,0.214064837816191,0.0799456680476541,-0.0727442757344526,-0.212565649233856,-0.31593638161755,-0.371032052838018,-0.378067814016663,-0.346510870161188,-0.290656977605098,-0.225188691335709,-0.161929578044458,-0.108311857641093,-0.0674107250206716,-0.038988719260012,-0.0208983700543423,-0.0103359607744003,-0.00468699130671326,-0.00193116430190538,-0.00071364452481976,-0.000232105015480148,4.11292152811775e-05,1.0931481430329e-05,-4.96534577985739e-05,1,1,0,0.231455024943138,-0.231455024943138,-0.430820218427665,-0.120873444603807,0.363766418634276,0.553911709406996,0.358464089549435,2.09812430212579e-17,-0.436435780471985,3.02164434557893e-17,0.483493778415229,-9.75138867653624e-16,-0.657951694959769,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0594025924236818,4.53235098732609,-0.280016001371559,-1.06210553269534,-1.055790429617,-1.05894272797717,-1.055790429617,-0.102444585557506,-0.038547167224585,-0.102444585557506,-1.01874899777358,-0.359169406582089,0.587780472711573,-1.04018327237953,-0.122721411068013,-0.234045765078535,-0.14564595077834,-0.710522053703491,-0.160860585612135,-0.038547167224585,-0.765762067798085,-0.038547167224585,-0.326724718984923,"should be legal",1,1,0.316227766016838,-0.267261241912425,-0.632455532033675,-0.478091443733758,0,0,0.707106781186547,0.408248290463863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248413771175033,0.132828715432574,-0.0612125205126565,-0.224195460394508,-0.270418938056335,-0.178315941045281,0.00354486823694357,0.186030872005743,0.285763631999212,0.262763358063399,0.132218807976002,-0.0507851695195564,-0.22110046650461,-0.331044819887735,-0.363908858326452,-0.33136636719383,-0.260678307084677,-0.180309425166978,-0.110345207759689,-0.0596827549822831,-0.028314703866652,-0.0116110898810022,0.00239829362619802,0.000732706953763632,-0.00325509079467463,0,1,0,-0.231455024943138,-0.231455024943138,0.430820218427665,-0.120873444603808,-0.363766418634276,0.553911709406999,-0.35846408954943,-0.377964473009227,9.69082104500496e-17,0.408248290463863,-0.564076074817766,0.436435780471985,-0.197385508487931,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.377964473009227,0,-0.408248290463863,-0.564076074817766,-0.436435780471984,-0.197385508487931,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.737953280420364,1.36526935011863,-0.280016001371559,-1.06210553269534,-1.055790429617,-1.05894272797717,-1.055790429617,-0.102444585557506,-0.038547167224585,-0.102444585557506,-1.01874899777358,-0.359169406582089,0.587780472711573,-1.04018327237953,-0.122721411068013,-0.234045765078535,-0.14564595077834,1.40532459294452,-0.160860585612135,-0.038547167224585,1.30394826002565,-0.038547167224585,-0.326724718984923,"should be legal",0,1,-0.316227766016838,-0.267261241912424,0.632455532033676,-0.478091443733757,1,0,-0.707106781186548,0.408248290463863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326860225230307,0.390672692448746,0.411663149646521,0.39972834023827,0.363721378672264,0.312596542990966,0.254787404530282,0.197357474913839,0.145410697698716,0.101914961812114,0.0679105087862378,0.0429749410946025,0.0257849646567622,0.0146367375190668,0.0078384563977555,0.00394622664575289,0.00185928559201542,0.000815138862331308,0.000330069810339863,0.000122225588722334,4.08263458192161e-05,1.20623924014068e-05,-1.99596733243109e-06,-4.99768522714214e-07,2.30549735172113e-06,0,1,0,-0.38575837490523,0.077151674981046,0.307728727448332,-0.523784926616497,0.49215456638755,-0.307728727448332,0.11948802984981,-0.377964473009227,9.69082104500496e-17,0.408248290463863,-0.564076074817766,0.436435780471985,-0.197385508487931,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.30341218708427,-0.0319725486493719,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,9.74687056875698,-0.038547167224585,-0.102444585557506,-1.01874899777358,-0.359169406582089,-1.69878749338605,0.959940562795968,-0.122721411068013,4.26631994628873,-0.14564595077834,1.40532459294452,-0.160860585612135,-0.038547167224585,1.30394826002565,-0.038547167224585,-0.326724718984923,"should be legal",0,1,-0.316227766016838,-0.267261241912424,0.632455532033676,-0.478091443733757,1,0,-7.85046229341888e-17,-0.816496580927726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653720450460614,-0.195336346224373,-0.141397342704675,0.142985829215666,0.19853724266656,-0.0662259869735795,-0.227151425183063,-0.0245680701036905,0.220412004932795,0.116700793800421,-0.175106547598031,-0.195068863055521,0.0928258727642725,0.242842566837665,0.0185148677604028,-0.242632107547783,-0.142572664816368,0.178458705540987,0.25123478873796,-0.0394788651167431,-0.298024158906336,-0.167063059443327,0.16584712422549,0.0299560806065428,0.51280227575366,0,1,0,-0.231455024943138,-0.231455024943138,0.430820218427665,-0.120873444603808,-0.363766418634276,0.553911709406999,-0.35846408954943,2.09812430212579e-17,-0.436435780471985,3.02164434557893e-17,0.483493778415229,-9.75138867653624e-16,-0.657951694959769,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.619148095573001,-0.0319725486493719,-0.280016001371559,0.940127026139293,0.945750300332975,0.94293495721563,0.945750300332975,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,0.587780472711573,0.959940562795968,-0.122721411068013,-0.234045765078535,-0.14564595077834,-0.710522053703491,-0.160860585612135,-0.038547167224585,-0.765762067798085,-0.038547167224585,-0.326724718984923,"should not be legal",0,1,-0.632455532033676,0.534522483824849,-0.316227766016838,0.119522860933439,1,0,-0.707106781186548,0.408248290463863,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0392232270276368,-0.210963253922323,0.0884180851849483,0.1929123728976,-0.13441877037888,-0.163093848517025,0.174911261691269,0.122840350518449,-0.207634497400455,-0.0730429428822508,0.230156018152791,0.0147983275420607,-0.239732906182656,0.0504012874570673,0.233108877220212,-0.12044570023014,-0.20613818520289,0.192195567432159,0.152965830905707,-0.260560510147081,-0.063824643941638,0.312387072991027,-0.0425866584149085,0.516649044968686,-0.0921471807531147,0,1,0,0.38575837490523,0.0771516749810459,-0.307728727448332,-0.523784926616497,-0.49215456638755,-0.307728727448332,-0.119488029849813,0.377964473009227,0,-0.408248290463863,-0.564076074817766,-0.436435780471984,-0.197385508487931,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.07151522090412,-0.0319725486493719,-0.280016001371559,-1.06210553269534,-1.055790429617,-1.05894272797717,-1.055790429617,-0.102444585557506,-0.038547167224585,-0.102444585557506,0.980137519723854,-0.359169406582089,0.587780472711573,-1.04018327237953,-0.122721411068013,-0.234045765078535,-0.14564595077834,1.40532459294452,6.20732612715064,-0.038547167224585,1.30394826002565,-0.038547167224585,-0.326724718984923,"should not be legal",0,1,-0.632455532033676,0.534522483824849,-0.316227766016838,0.119522860933439,0,0,-0.707106781186548,0.408248290463863,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11766968108291,-0.140642169281549,0.216928581465906,-0.00853175113552049,-0.213057345135295,0.159683704411669,0.100958780248201,-0.235040558911116,0.0707421380566318,0.185965653430138,-0.214025329795784,-0.0230943596490398,0.2377149524269,-0.171440742940512,-0.100028617889184,0.265480291897023,-0.138595116474677,-0.145461884392246,0.293988874819473,-0.163024490458315,-0.127245922639867,0.34814438314603,0.399689034462793,-0.159656712973109,-0.1269909138494,0,1,0,-0.38575837490523,0.077151674981046,0.307728727448332,-0.523784926616497,0.49215456638755,-0.307728727448332,0.11948802984981,0.188982236504614,-0.327326835353989,-0.408248290463863,0.080582296402538,0.545544725589981,0.493463771219826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.566946709513841,0.545544725589981,-0.408248290463863,0.241746889207614,-0.109108945117996,0.0328975847479885,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
